date,close
01-Jan-21,3519.0
02-Jan-21,2123.0
03-Jan-21,1210.0
04-Jan-21,1404.0
05-Jan-21,1479.0
06-Jan-21,1613.0
07-Jan-21,1317.0
08-Jan-21,2130.0
09-Jan-21,1942.0
10-Jan-21,1814.0
11-Jan-21,1270.0
12-Jan-21,1661.0
13-Jan-21,2390.0
14-Jan-21,2731.0
15-Jan-21,2461.0
16-Jan-21,3357.0
17-Jan-21,1991.0
18-Jan-21,2010.0
19-Jan-21,1627.0
20-Jan-21,2171.0
21-Jan-21,2213.0
22-Jan-21,2265.0
23-Jan-21,2205.0
24-Jan-21,2370.0
25-Jan-21,1826.0
26-Jan-21,3043.0
27-Jan-21,2240.0
28-Jan-21,1360.0
29-Jan-21,2928.0
30-Jan-21,6280.0
31-Jan-21,8319.0
01-Feb-21,5596.0
02-Feb-21,3709.0
03-Feb-21,2367.0
04-Feb-21,1924.0
05-Feb-21,1542.0
06-Feb-21,2931.0
07-Feb-21,2468.0
08-Feb-21,1634.0
09-Feb-21,1483.0
10-Feb-21,1073.0
11-Feb-21,3586.0
12-Feb-21,2974.0
13-Feb-21,3137.0
14-Feb-21,3868.0
15-Feb-21,3442.0
16-Feb-21,4696.0
17-Feb-21,4079.0
18-Feb-21,3553.0
19-Feb-21,3414.0
20-Feb-21,3269.0
21-Feb-21,5949.0
22-Feb-21,3649.0
23-Feb-21,2454.0
24-Feb-21,5321.0
25-Feb-21,5554.0
26-Feb-21,8318.0
27-Feb-21,11455.0
28-Feb-21,6421.0
01-Mar-21,13315.0
02-Mar-21,9251.0
03-Mar-21,6671.0
04-Mar-21,6550.0
05-Mar-21,7814.0
06-Mar-21,6867.0
07-Mar-21,9507.0
08-Mar-21,9177.0
09-Mar-21,8219.0
10-Mar-21,11687.0
11-Mar-21,7791.0
12-Mar-21,7220.0
13-Mar-21,11088.0
14-Mar-21,8888.0
15-Mar-21,7356.0
16-Mar-21,8939.0
17-Mar-21,9780.0
18-Mar-21,9340.0
19-Mar-21,10402.0
20-Mar-21,8832.0
21-Mar-21,13567.0
22-Mar-21,7403.0
23-Mar-21,6899.0
24-Mar-21,5366.0
25-Mar-21,4766.0
26-Mar-21,7778.0
27-Mar-21,7276.0
28-Mar-21,6557.0
29-Mar-21,5956.0
30-Mar-21,5164.0
31-Mar-21,4546.0
01-Apr-21,4339.0
02-Apr-21,3689.0
03-Apr-21,4357.0
04-Apr-21,5986.0
05-Apr-21,4994.0
06-Apr-21,4668.0
07-Apr-21,7905.0
08-Apr-21,6031.0
09-Apr-21,5795.0
10-Apr-21,6620.0
11-Apr-21,6996.0
12-Apr-21,5372.0
13-Apr-21,5441.0
14-Apr-21,7253.0
15-Apr-21,5042.0
